"""MTU (CET/CEST)"",""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"20/09/2024 15:00:00 - 20/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""16.41"","""","""""
"20/09/2024 16:00:00 - 20/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""17.42"","""","""""
"20/09/2024 17:00:00 - 20/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""17.62"","""","""""
"20/09/2024 18:00:00 - 20/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""17.72"","""","""""
"20/09/2024 19:00:00 - 20/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""17.39"","""","""""
"20/09/2024 20:00:00 - 20/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""16.85"","""","""""
"20/09/2024 21:00:00 - 20/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""15.03"","""","""""
"20/09/2024 22:00:00 - 20/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""13.76"","""","""""
"20/09/2024 23:00:00 - 21/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""12.15"","""","""""
"21/09/2024 00:00:00 - 21/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""14.20"","""","""""
"21/09/2024 01:00:00 - 21/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""13.29"","""","""""
"21/09/2024 02:00:00 - 21/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""12.81"","""","""""
"21/09/2024 03:00:00 - 21/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""12.91"","""","""""
"21/09/2024 04:00:00 - 21/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""12.84"","""","""""
"21/09/2024 05:00:00 - 21/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""13.71"","""","""""
"21/09/2024 06:00:00 - 21/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""14.32"","""","""""
"21/09/2024 07:00:00 - 21/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""14.48"","""","""""
"21/09/2024 08:00:00 - 21/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""15.02"","""","""""
"21/09/2024 09:00:00 - 21/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""15.27"","""","""""
"21/09/2024 10:00:00 - 21/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""15.32"","""","""""
"21/09/2024 11:00:00 - 21/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""15.23"","""","""""
"21/09/2024 12:00:00 - 21/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""15.21"","""","""""
"21/09/2024 13:00:00 - 21/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""15.02"","""","""""
"21/09/2024 14:00:00 - 21/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""15.07"","""","""""
"21/09/2024 15:00:00 - 21/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""15.24"","""","""""
"21/09/2024 16:00:00 - 21/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""15.72"","""","""""
"21/09/2024 17:00:00 - 21/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""16.80"","""","""""
"21/09/2024 18:00:00 - 21/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""16.97"","""","""""
"21/09/2024 19:00:00 - 21/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""17.03"","""","""""
"21/09/2024 20:00:00 - 21/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""16.81"","""","""""
"21/09/2024 21:00:00 - 21/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""16.29"","""","""""
"21/09/2024 22:00:00 - 21/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""15.71"","""","""""
"21/09/2024 23:00:00 - 22/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""15.09"","""","""""
"22/09/2024 00:00:00 - 22/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""15.57"","""","""""
"22/09/2024 01:00:00 - 22/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""15.58"","""","""""
"22/09/2024 02:00:00 - 22/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""15.54"","""","""""
"22/09/2024 03:00:00 - 22/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""15.48"","""","""""
"22/09/2024 04:00:00 - 22/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""15.49"","""","""""
"22/09/2024 05:00:00 - 22/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""15.65"","""","""""
"22/09/2024 06:00:00 - 22/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""15.41"","""","""""
"22/09/2024 07:00:00 - 22/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""15.83"","""","""""
"22/09/2024 08:00:00 - 22/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""16.33"","""","""""
"22/09/2024 09:00:00 - 22/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""16.78"","""","""""
"22/09/2024 10:00:00 - 22/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""16.96"","""","""""
"22/09/2024 11:00:00 - 22/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""15.49"","""","""""
"22/09/2024 12:00:00 - 22/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""15.32"","""","""""
"22/09/2024 13:00:00 - 22/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""15.35"","""","""""
"22/09/2024 14:00:00 - 22/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""15.36"","""","""""
"22/09/2024 15:00:00 - 22/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""15.39"","""","""""
"22/09/2024 16:00:00 - 22/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""17.20"","""","""""
"22/09/2024 17:00:00 - 22/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""17.64"","""","""""
"22/09/2024 18:00:00 - 22/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""17.83"","""","""""
"22/09/2024 19:00:00 - 22/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""18.65"","""","""""
"22/09/2024 20:00:00 - 22/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""18.21"","""","""""
"22/09/2024 21:00:00 - 22/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""17.28"","""","""""
"22/09/2024 22:00:00 - 22/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""16.71"","""","""""
"22/09/2024 23:00:00 - 23/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""16.16"","""","""""
"23/09/2024 00:00:00 - 23/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""15.86"","""","""""
"23/09/2024 01:00:00 - 23/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""15.61"","""","""""
"23/09/2024 02:00:00 - 23/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""15.56"","""","""""
"23/09/2024 03:00:00 - 23/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""15.45"","""","""""
"23/09/2024 04:00:00 - 23/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""15.58"","""","""""
"23/09/2024 05:00:00 - 23/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""15.92"","""","""""
"23/09/2024 06:00:00 - 23/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""17.16"","""","""""
"23/09/2024 07:00:00 - 23/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""20.07"","""","""""
"23/09/2024 08:00:00 - 23/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""41.82"","""","""""
"23/09/2024 09:00:00 - 23/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""41.00"","""","""""
"23/09/2024 10:00:00 - 23/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""21.96"","""","""""
"23/09/2024 11:00:00 - 23/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""19.21"","""","""""
"23/09/2024 12:00:00 - 23/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""18.49"","""","""""
"23/09/2024 13:00:00 - 23/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""16.93"","""","""""
"23/09/2024 14:00:00 - 23/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""16.90"","""","""""
"23/09/2024 15:00:00 - 23/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""17.21"","""","""""
"23/09/2024 16:00:00 - 23/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""18.31"","""","""""
"23/09/2024 17:00:00 - 23/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""19.60"","""","""""
"23/09/2024 18:00:00 - 23/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""20.31"","""","""""
"23/09/2024 19:00:00 - 23/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""18.92"","""","""""
"23/09/2024 20:00:00 - 23/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""16.56"","""","""""
"23/09/2024 21:00:00 - 23/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""15.76"","""","""""
"23/09/2024 22:00:00 - 23/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""15.59"","""","""""
"23/09/2024 23:00:00 - 24/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""15.32"","""","""""
"24/09/2024 00:00:00 - 24/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""16.09"","""","""""
"24/09/2024 01:00:00 - 24/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""15.69"","""","""""
"24/09/2024 02:00:00 - 24/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""15.57"","""","""""
"24/09/2024 03:00:00 - 24/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""15.52"","""","""""
"24/09/2024 04:00:00 - 24/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""15.73"","""","""""
"24/09/2024 05:00:00 - 24/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""15.92"","""","""""
"24/09/2024 06:00:00 - 24/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""16.93"","""","""""
"24/09/2024 07:00:00 - 24/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""20.81"","""","""""
"24/09/2024 08:00:00 - 24/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""25.82"","""","""""
"24/09/2024 09:00:00 - 24/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""25.01"","""","""""
"24/09/2024 10:00:00 - 24/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""20.11"","""","""""
"24/09/2024 11:00:00 - 24/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""19.42"","""","""""
"24/09/2024 12:00:00 - 24/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""19.25"","""","""""
"24/09/2024 13:00:00 - 24/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""19.00"","""","""""
"24/09/2024 14:00:00 - 24/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""19.35"","""","""""
"24/09/2024 15:00:00 - 24/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""19.35"","""","""""
"24/09/2024 16:00:00 - 24/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""20.79"","""","""""
"24/09/2024 17:00:00 - 24/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""25.43"","""","""""
"24/09/2024 18:00:00 - 24/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""25.59"","""","""""
"24/09/2024 19:00:00 - 24/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""25.16"","""","""""
"24/09/2024 20:00:00 - 24/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""19.24"","""","""""
"24/09/2024 21:00:00 - 24/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""17.18"","""","""""
"24/09/2024 22:00:00 - 24/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""16.38"","""","""""
"24/09/2024 23:00:00 - 25/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""16.08"","""","""""
"25/09/2024 00:00:00 - 25/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""16.67"","""","""""
"25/09/2024 01:00:00 - 25/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""16.45"","""","""""
"25/09/2024 02:00:00 - 25/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""16.32"","""","""""
"25/09/2024 03:00:00 - 25/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""16.22"","""","""""
"25/09/2024 04:00:00 - 25/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""16.24"","""","""""
"25/09/2024 05:00:00 - 25/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""16.24"","""","""""
"25/09/2024 06:00:00 - 25/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""16.23"","""","""""
"25/09/2024 07:00:00 - 25/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""17.50"","""","""""
"25/09/2024 08:00:00 - 25/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""17.67"","""","""""
"25/09/2024 09:00:00 - 25/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""16.55"","""","""""
"25/09/2024 10:00:00 - 25/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""16.65"","""","""""
"25/09/2024 11:00:00 - 25/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""16.75"","""","""""
"25/09/2024 12:00:00 - 25/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""16.70"","""","""""
"25/09/2024 13:00:00 - 25/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""16.67"","""","""""
"25/09/2024 14:00:00 - 25/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""16.63"","""","""""
"25/09/2024 15:00:00 - 25/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""16.63"","""","""""
"25/09/2024 16:00:00 - 25/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""16.72"","""","""""
"25/09/2024 17:00:00 - 25/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""16.79"","""","""""
"25/09/2024 18:00:00 - 25/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""16.80"","""","""""
"25/09/2024 19:00:00 - 25/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""16.92"","""","""""
"25/09/2024 20:00:00 - 25/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""16.97"","""","""""
"25/09/2024 21:00:00 - 25/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""16.69"","""","""""
"25/09/2024 22:00:00 - 25/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""16.55"","""","""""
"25/09/2024 23:00:00 - 26/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""16.19"","""","""""
"26/09/2024 00:00:00 - 26/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""15.36"","""","""""
"26/09/2024 01:00:00 - 26/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""15.29"","""","""""
"26/09/2024 02:00:00 - 26/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""15.26"","""","""""
"26/09/2024 03:00:00 - 26/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""15.23"","""","""""
"26/09/2024 04:00:00 - 26/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""15.39"","""","""""
"26/09/2024 05:00:00 - 26/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""15.46"","""","""""
"26/09/2024 06:00:00 - 26/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""15.81"","""","""""
"26/09/2024 07:00:00 - 26/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""16.83"","""","""""
"26/09/2024 08:00:00 - 26/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""17.58"","""","""""
"26/09/2024 09:00:00 - 26/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""17.62"","""","""""
"26/09/2024 10:00:00 - 26/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""17.42"","""","""""
"26/09/2024 11:00:00 - 26/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""17.06"","""","""""
"26/09/2024 12:00:00 - 26/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""16.60"","""","""""
"26/09/2024 13:00:00 - 26/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""16.55"","""","""""
"26/09/2024 14:00:00 - 26/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""16.47"","""","""""
"26/09/2024 15:00:00 - 26/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""17.25"","""","""""
"26/09/2024 16:00:00 - 26/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""20.01"","""","""""
"26/09/2024 17:00:00 - 26/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""21.48"","""","""""
"26/09/2024 18:00:00 - 26/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""18.05"","""","""""
"26/09/2024 19:00:00 - 26/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""17.89"","""","""""
"26/09/2024 20:00:00 - 26/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""17.60"","""","""""
"26/09/2024 21:00:00 - 26/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""17.04"","""","""""
"26/09/2024 22:00:00 - 26/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""16.44"","""","""""
"26/09/2024 23:00:00 - 27/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""15.84"","""","""""
"27/09/2024 00:00:00 - 27/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""15.81"","""","""""
"27/09/2024 01:00:00 - 27/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""15.71"","""","""""
"27/09/2024 02:00:00 - 27/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""15.62"","""","""""
"27/09/2024 03:00:00 - 27/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""15.57"","""","""""
"27/09/2024 04:00:00 - 27/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""15.78"","""","""""
"27/09/2024 05:00:00 - 27/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""15.87"","""","""""
"27/09/2024 06:00:00 - 27/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""16.50"","""","""""
"27/09/2024 07:00:00 - 27/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""17.59"","""","""""
"27/09/2024 08:00:00 - 27/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""17.70"","""","""""
"27/09/2024 09:00:00 - 27/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""17.87"","""","""""
"27/09/2024 10:00:00 - 27/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""17.50"","""","""""
"27/09/2024 11:00:00 - 27/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""17.40"","""","""""
"27/09/2024 12:00:00 - 27/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""17.39"","""","""""
"27/09/2024 13:00:00 - 27/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""17.17"","""","""""
"27/09/2024 14:00:00 - 27/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""17.00"","""","""""
"27/09/2024 15:00:00 - 27/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""17.27"","""","""""
"27/09/2024 16:00:00 - 27/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""17.36"","""","""""
"27/09/2024 17:00:00 - 27/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""17.37"","""","""""
"27/09/2024 18:00:00 - 27/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""17.47"","""","""""
"27/09/2024 19:00:00 - 27/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""17.46"","""","""""
"27/09/2024 20:00:00 - 27/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""17.50"","""","""""
"27/09/2024 21:00:00 - 27/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""17.28"","""","""""
"27/09/2024 22:00:00 - 27/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""16.98"","""","""""
"27/09/2024 23:00:00 - 28/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""16.54"","""","""""
"28/09/2024 00:00:00 - 28/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""17.15"","""","""""
"28/09/2024 01:00:00 - 28/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""16.57"","""","""""
"28/09/2024 02:00:00 - 28/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""16.10"","""","""""
"28/09/2024 03:00:00 - 28/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""15.87"","""","""""
"28/09/2024 04:00:00 - 28/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""15.58"","""","""""
"28/09/2024 05:00:00 - 28/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""15.37"","""","""""
"28/09/2024 06:00:00 - 28/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""15.28"","""","""""
"28/09/2024 07:00:00 - 28/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""15.49"","""","""""
"28/09/2024 08:00:00 - 28/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""15.57"","""","""""
"28/09/2024 09:00:00 - 28/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""15.99"","""","""""
"28/09/2024 10:00:00 - 28/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""15.68"","""","""""
"28/09/2024 11:00:00 - 28/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""15.61"","""","""""
"28/09/2024 12:00:00 - 28/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""15.50"","""","""""
"28/09/2024 13:00:00 - 28/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""15.27"","""","""""
"28/09/2024 14:00:00 - 28/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""15.07"","""","""""
"28/09/2024 15:00:00 - 28/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""15.28"","""","""""
"28/09/2024 16:00:00 - 28/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""15.18"","""","""""
"28/09/2024 17:00:00 - 28/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""15.21"","""","""""
"28/09/2024 18:00:00 - 28/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""15.35"","""","""""
"28/09/2024 19:00:00 - 28/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""15.45"","""","""""
"28/09/2024 20:00:00 - 28/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""15.41"","""","""""
"28/09/2024 21:00:00 - 28/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""15.35"","""","""""
"28/09/2024 22:00:00 - 28/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""15.26"","""","""""
"28/09/2024 23:00:00 - 29/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""14.19"","""","""""
"29/09/2024 00:00:00 - 29/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""16.03"","""","""""
"29/09/2024 01:00:00 - 29/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""13.64"","""","""""
"29/09/2024 02:00:00 - 29/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""13.43"","""","""""
"29/09/2024 03:00:00 - 29/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""13.41"","""","""""
"29/09/2024 04:00:00 - 29/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""13.62"","""","""""
"29/09/2024 05:00:00 - 29/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""14.30"","""","""""
"29/09/2024 06:00:00 - 29/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""16.01"","""","""""
"29/09/2024 07:00:00 - 29/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""16.12"","""","""""
"29/09/2024 08:00:00 - 29/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""16.30"","""","""""
"29/09/2024 09:00:00 - 29/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""16.44"","""","""""
"29/09/2024 10:00:00 - 29/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""16.54"","""","""""
"29/09/2024 11:00:00 - 29/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""16.51"","""","""""
"29/09/2024 12:00:00 - 29/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""16.33"","""","""""
"29/09/2024 13:00:00 - 29/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""16.22"","""","""""
"29/09/2024 14:00:00 - 29/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""16.27"","""","""""
"29/09/2024 15:00:00 - 29/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""16.43"","""","""""
"29/09/2024 16:00:00 - 29/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""16.62"","""","""""
"29/09/2024 17:00:00 - 29/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""16.89"","""","""""
"29/09/2024 18:00:00 - 29/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""17.05"","""","""""
"29/09/2024 19:00:00 - 29/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""17.31"","""","""""
"29/09/2024 20:00:00 - 29/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""17.44"","""","""""
"29/09/2024 21:00:00 - 29/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""17.33"","""","""""
"29/09/2024 22:00:00 - 29/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""17.09"","""","""""
"29/09/2024 23:00:00 - 30/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""16.89"","""","""""
"30/09/2024 00:00:00 - 30/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""16.69"","""","""""
"30/09/2024 01:00:00 - 30/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""16.63"","""","""""
"30/09/2024 02:00:00 - 30/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""16.26"","""","""""
"30/09/2024 03:00:00 - 30/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""16.14"","""","""""
"30/09/2024 04:00:00 - 30/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""14.89"","""","""""
